,manufacturer,link,name,year,name_year,manufacturer_name_year,manufacturer_name
2122,Az. Agr. Corino Giovanni,https://www.dn.no/smak/vin/corino-giovanni-barolo-docg/4-1-55518,CORINO GIOVANNI BAROLO DOCG,2012,CORINO GIOVANNI BAROLO DOCG 2012,Az. Agr. Corino Giovanni CORINO GIOVANNI BAROLO DOCG 2012,Az. Agr. Corino Giovanni CORINO GIOVANNI BAROLO DOCG
2123,I Custodi delle vigne dell'Etn,https://www.dn.no/smak/vin/aetnus/4-1-49482,Aetnus,2010,Aetnus 2010,I Custodi delle vigne dell'Etn Aetnus 2010,I Custodi delle vigne dell'Etn Aetnus
2124,Moccagatta,https://www.dn.no/smak/vin/moccagatta-barbaresco-cole/4-1-70787,Moccagatta Barbaresco Cole,2015,Moccagatta Barbaresco Cole 2015,Moccagatta Moccagatta Barbaresco Cole 2015,Moccagatta Moccagatta Barbaresco Cole
2125,Arianna Occhipinti,https://www.dn.no/smak/vin/occhipinti-sp-68-rosso/4-1-71478,Occhipinti SP 68 Rosso,2017,Occhipinti SP 68 Rosso 2017,Arianna Occhipinti Occhipinti SP 68 Rosso 2017,Arianna Occhipinti Occhipinti SP 68 Rosso
2126,Ferdinando Principiano,https://www.dn.no/smak/vin/principiano-barolo-serralunga/4-1-56629,Principiano Barolo Serralunga,2014,Principiano Barolo Serralunga 2014,Ferdinando Principiano Principiano Barolo Serralunga 2014,Ferdinando Principiano Principiano Barolo Serralunga
2127,Bruno Giacosa,https://www.dn.no/smak/vin/bruno-giacosa-barbera-dalba/4-1-66435,Bruno Giacosa Barbera d'Alba,2016,Bruno Giacosa Barbera d'Alba 2016,Bruno Giacosa Bruno Giacosa Barbera d'Alba 2016,Bruno Giacosa Bruno Giacosa Barbera d'Alba
2128,Duemani,https://www.dn.no/smak/vin/duemani/4-1-15957,Duemani,2010,Duemani 2010,Duemani Duemani 2010,Duemani Duemani
2129,Az. Agr. la Ca' Nova,https://www.dn.no/smak/vin/barbaresco-montefico-bric-mentina/4-1-54322,Barbaresco Montefico Bric Mentina,2014,Barbaresco Montefico Bric Mentina 2014,Az. Agr. la Ca' Nova Barbaresco Montefico Bric Mentina 2014,Az. Agr. la Ca' Nova Barbaresco Montefico Bric Mentina
2130,Arianna Occhipinti,https://www.dn.no/smak/vin/occhipinti-il-frappato/4-1-62762,Occhipinti il Frappato,2016,Occhipinti il Frappato 2016,Arianna Occhipinti Occhipinti il Frappato 2016,Arianna Occhipinti Occhipinti il Frappato
2131,Il Chiosso,https://www.dn.no/smak/vin/il-chiosso-ghemme/4-1-68431,Il Chiosso Ghemme,2009,Il Chiosso Ghemme 2009,Il Chiosso Il Chiosso Ghemme 2009,Il Chiosso Il Chiosso Ghemme
2132,Bosio,https://www.dn.no/smak/vin/bosio-leda-the-truffle-hunter-barolo/4-1-53185,Bosio Leda the Truffle Hunter Barolo,2014,Bosio Leda the Truffle Hunter Barolo 2014,Bosio Bosio Leda the Truffle Hunter Barolo 2014,Bosio Bosio Leda the Truffle Hunter Barolo
2133,Az. Agr. Fontodi,https://www.dn.no/smak/vin/fontodi-chianti-classico-docg/4-1-57289,Fontodi Chianti Classico DOCG,2015,Fontodi Chianti Classico DOCG 2015,Az. Agr. Fontodi Fontodi Chianti Classico DOCG 2015,Az. Agr. Fontodi Fontodi Chianti Classico DOCG
2134,Burlotto,https://www.dn.no/smak/vin/burlotto-barolo/4-1-46145,Burlotto Barolo,2013,Burlotto Barolo 2013,Burlotto Burlotto Barolo 2013,Burlotto Burlotto Barolo
2135,Burlotto,https://www.dn.no/smak/vin/burlotto-verduno-pelaverga/4-1-70778,Burlotto Verduno Pelaverga,2017,Burlotto Verduno Pelaverga 2017,Burlotto Burlotto Verduno Pelaverga 2017,Burlotto Burlotto Verduno Pelaverga
2136,Ronchi di Cialla,https://www.dn.no/smak/vin/ronchi-di-cialla-schioppettino/4-1-73002,Ronchi di Cialla Schioppettino,2013,Ronchi di Cialla Schioppettino 2013,Ronchi di Cialla Ronchi di Cialla Schioppettino 2013,Ronchi di Cialla Ronchi di Cialla Schioppettino
2137,Ronchi di Cialla,https://www.dn.no/smak/vin/ronchi-di-cialla-schioppettino/4-1-73003,Ronchi di Cialla Schioppettino,1999,Ronchi di Cialla Schioppettino 1999,Ronchi di Cialla Ronchi di Cialla Schioppettino 1999,Ronchi di Cialla Ronchi di Cialla Schioppettino
2138,Ronchi di Cialla,https://www.dn.no/smak/vin/ronchi-di-cialla-schioppettino/4-1-37472,Ronchi di Cialla Schioppettino,1996,Ronchi di Cialla Schioppettino 1996,Ronchi di Cialla Ronchi di Cialla Schioppettino 1996,Ronchi di Cialla Ronchi di Cialla Schioppettino
2139,Mastrojanni,https://www.dn.no/smak/vin/mastrojanni-rosso-di-montalcino/4-1-67579,Mastrojanni Rosso di Montalcino,2016,Mastrojanni Rosso di Montalcino 2016,Mastrojanni Mastrojanni Rosso di Montalcino 2016,Mastrojanni Mastrojanni Rosso di Montalcino
2140,Pieropan,https://www.dn.no/smak/vin/amarone-della-valpolicella-vigna-garzon/4-1-70813,Amarone della Valpolicella Vigna Garzon,2016,Amarone della Valpolicella Vigna Garzon 2016,Pieropan Amarone della Valpolicella Vigna Garzon 2016,Pieropan Amarone della Valpolicella Vigna Garzon
2141,Az. Agr. Castaldi Francesca,https://www.dn.no/smak/vin/castaldi-francesca-fara/4-1-57082,Castaldi Francesca Fara,2013,Castaldi Francesca Fara 2013,Az. Agr. Castaldi Francesca Castaldi Francesca Fara 2013,Az. Agr. Castaldi Francesca Castaldi Francesca Fara
2142,Viberti Giovanni,https://www.dn.no/smak/vin/giovanni-viberti-barolo-buon-padre/4-1-69752,Giovanni Viberti Barolo Buon Padre,2013,Giovanni Viberti Barolo Buon Padre 2013,Viberti Giovanni Giovanni Viberti Barolo Buon Padre 2013,Viberti Giovanni Giovanni Viberti Barolo Buon Padre
2143,Feudi di San Gregorio,https://www.dn.no/smak/vin/feudi-di-san-gregorio-taurasi-riserva-montevergine/4-1-58288,Feudi di San Gregorio Taurasi Riserva Montevergine,2011,Feudi di San Gregorio Taurasi Riserva Montevergine 2011,Feudi di San Gregorio Feudi di San Gregorio Taurasi Riserva Montevergine 2011,Feudi di San Gregorio Feudi di San Gregorio Taurasi Riserva Montevergine
2144,Fatt. Nittardi,https://www.dn.no/smak/vin/chianti-classico-casanuova-di-nittardi-vigna-doghessa/4-1-52175,Chianti Classico                                              Casanuova di Nittardi                               Vigna Doghessa,2015,Chianti Classico                                              Casanuova di Nittardi                               Vigna Doghessa 2015,Fatt. Nittardi Chianti Classico                                              Casanuova di Nittardi                               Vigna Doghessa 2015,Fatt. Nittardi Chianti Classico                                              Casanuova di Nittardi                               Vigna Doghessa
2145,F.lli Rivetto,https://www.dn.no/smak/vin/rivetto-barolo-riserva/4-1-15893,Rivetto Barolo Riserva,2006,Rivetto Barolo Riserva 2006,F.lli Rivetto Rivetto Barolo Riserva 2006,F.lli Rivetto Rivetto Barolo Riserva
2146,Stella di Campalto,https://www.dn.no/smak/vin/stella-di-campalto-rosso-di-montalcino/4-1-69544,Stella di Campalto Rosso di Montalcino,2013,Stella di Campalto Rosso di Montalcino 2013,Stella di Campalto Stella di Campalto Rosso di Montalcino 2013,Stella di Campalto Stella di Campalto Rosso di Montalcino
2147,Ten. San Guido,https://www.dn.no/smak/vin/tenuta-san-guido-guidalberto/4-1-57235,Tenuta San Guido Guidalberto,2015,Tenuta San Guido Guidalberto 2015,Ten. San Guido Tenuta San Guido Guidalberto 2015,Ten. San Guido Tenuta San Guido Guidalberto
2148,Oltretorrente,https://www.dn.no/smak/vin/colli-tortonesi-barbera-superiore/4-1-53499,Colli Tortonesi Barbera Superiore,2013,Colli Tortonesi Barbera Superiore 2013,Oltretorrente Colli Tortonesi Barbera Superiore 2013,Oltretorrente Colli Tortonesi Barbera Superiore
2149,Ioppa,https://www.dn.no/smak/vin/ioppa-ghemme/4-1-46257,Ioppa Ghemme,2007,Ioppa Ghemme 2007,Ioppa Ioppa Ghemme 2007,Ioppa Ioppa Ghemme
2150,Az. Vit. Leonildo Pieropan,https://www.dn.no/smak/vin/pieropan-amarone-della-valpolicella-vigna-garzon/4-1-62115,Pieropan Amarone della Valpolicella Vigna Garzon,2014,Pieropan Amarone della Valpolicella Vigna Garzon 2014,Az. Vit. Leonildo Pieropan Pieropan Amarone della Valpolicella Vigna Garzon 2014,Az. Vit. Leonildo Pieropan Pieropan Amarone della Valpolicella Vigna Garzon
2151,Giacosa Fratelli,https://www.dn.no/smak/vin/barbaresco-basarin/4-1-51457,Barbaresco Basarin,2007,Barbaresco Basarin 2007,Giacosa Fratelli Barbaresco Basarin 2007,Giacosa Fratelli Barbaresco Basarin
2152,Giancarlo Travaglini,https://www.dn.no/smak/vin/gattinara/4-1-70811,Gattinara,2014,Gattinara 2014,Giancarlo Travaglini Gattinara 2014,Giancarlo Travaglini Gattinara
2153,Az. Agr. Segni di Langa,https://www.dn.no/smak/vin/nebbiolo-dalba/4-1-54223,Nebbiolo d'Alba,2015,Nebbiolo d'Alba 2015,Az. Agr. Segni di Langa Nebbiolo d'Alba 2015,Az. Agr. Segni di Langa Nebbiolo d'Alba
2154,Cordero di Montezemolo,https://www.dn.no/smak/vin/barolo-monfaletto/4-1-56548,Barolo Monfaletto,2014,Barolo Monfaletto 2014,Cordero di Montezemolo Barolo Monfaletto 2014,Cordero di Montezemolo Barolo Monfaletto
2155,Soc.Agr. Trediberri di Nicola,https://www.dn.no/smak/vin/trediberri-barolo/4-1-43632,Trediberri Barolo,2013,Trediberri Barolo 2013,Soc.Agr. Trediberri di Nicola Trediberri Barolo 2013,Soc.Agr. Trediberri di Nicola Trediberri Barolo
2156,Giacosa Fratelli,https://www.dn.no/smak/vin/barbaresco-basarin-jeroboam/4-1-51456,Barbaresco Basarin Jeroboam,2014,Barbaresco Basarin Jeroboam 2014,Giacosa Fratelli Barbaresco Basarin Jeroboam 2014,Giacosa Fratelli Barbaresco Basarin Jeroboam
2157,Siro Pacenti,https://www.dn.no/smak/vin/siro-pacenti-pelagrilli/4-1-61186,Siro Pacenti Pelagrilli,2013,Siro Pacenti Pelagrilli 2013,Siro Pacenti Siro Pacenti Pelagrilli 2013,Siro Pacenti Siro Pacenti Pelagrilli
2158,Az. Vin. Palladino,https://www.dn.no/smak/vin/palladino-barolo-serralunga/4-1-54264,Palladino Barolo Serralunga,2012,Palladino Barolo Serralunga 2012,Az. Vin. Palladino Palladino Barolo Serralunga 2012,Az. Vin. Palladino Palladino Barolo Serralunga
2159,Vietti,https://www.dn.no/smak/vin/vietti-barolo-castiglione/4-1-41407,Vietti Barolo Castiglione,2012,Vietti Barolo Castiglione 2012,Vietti Vietti Barolo Castiglione 2012,Vietti Vietti Barolo Castiglione
2160,Cascina Corte,https://www.dn.no/smak/vin/dogliani-superiore-vigna-pirochetta/4-1-51993,Dogliani Superiore Vigna Pirochetta,2013,Dogliani Superiore Vigna Pirochetta 2013,Cascina Corte Dogliani Superiore Vigna Pirochetta 2013,Cascina Corte Dogliani Superiore Vigna Pirochetta
2161,Terre Nere,https://www.dn.no/smak/vin/etna-rosso-calderara-sottana/4-1-50089,Etna Rosso                                                                           Calderara Sottana,2015,Etna Rosso                                                                           Calderara Sottana 2015,Terre Nere Etna Rosso                                                                           Calderara Sottana 2015,Terre Nere Etna Rosso                                                                           Calderara Sottana
2162,Viberti Giovanni,https://www.dn.no/smak/vin/barolo-buon-padre/4-1-45611,Barolo Buon Padre,2013,Barolo Buon Padre 2013,Viberti Giovanni Barolo Buon Padre 2013,Viberti Giovanni Barolo Buon Padre
2163,March. Antinori,https://www.dn.no/smak/vin/guado-al-tasso/4-1-39030,Guado al Tasso,2013,Guado al Tasso 2013,March. Antinori Guado al Tasso 2013,March. Antinori Guado al Tasso
2164,Bosio,https://www.dn.no/smak/vin/barbaresco-leda-truffle-hunter/4-1-52173,Barbaresco Leda Truffle Hunter,2014,Barbaresco Leda Truffle Hunter 2014,Bosio Barbaresco Leda Truffle Hunter 2014,Bosio Barbaresco Leda Truffle Hunter
2165,Poggio Antico,https://www.dn.no/smak/vin/poggio-antico-brunello-di-montalcino/4-1-50819,Poggio Antico Brunello di Montalcino,2012,Poggio Antico Brunello di Montalcino 2012,Poggio Antico Poggio Antico Brunello di Montalcino 2012,Poggio Antico Poggio Antico Brunello di Montalcino
2166,Allegrini,https://www.dn.no/smak/vin/allegrini-la-poja/4-1-52264,Allegrini La Poja,2011,Allegrini La Poja 2011,Allegrini Allegrini La Poja 2011,Allegrini Allegrini La Poja
2167,Bel Colle,https://www.dn.no/smak/vin/barolo/4-1-40530,Barolo,2010,Barolo 2010,Bel Colle Barolo 2010,Bel Colle Barolo
2168,Giacosa Fratelli,https://www.dn.no/smak/vin/barolo-scarraone/4-1-45905,Barolo Scarraone,2010,Barolo Scarraone 2010,Giacosa Fratelli Barolo Scarraone 2010,Giacosa Fratelli Barolo Scarraone
2169,Burlotto,https://www.dn.no/smak/vin/verduno-pelaverga/4-1-50082,Verduno Pelaverga,2016,Verduno Pelaverga 2016,Burlotto Verduno Pelaverga 2016,Burlotto Verduno Pelaverga
2170,G.D. Vajra,https://www.dn.no/smak/vin/dolcetto-dalba-coste-e-fossati/4-1-55420,Dolcetto d'Alba Coste e Fossati,2016,Dolcetto d'Alba Coste e Fossati 2016,G.D. Vajra Dolcetto d'Alba Coste e Fossati 2016,G.D. Vajra Dolcetto d'Alba Coste e Fossati
2171,Burlotto,https://www.dn.no/smak/vin/langhe-nebbiolo/4-1-55628,Langhe Nebbiolo,2016,Langhe Nebbiolo 2016,Burlotto Langhe Nebbiolo 2016,Burlotto Langhe Nebbiolo
2172,Burlotto,https://www.dn.no/smak/vin/barbera-dalba/4-1-42984,Barbera d'Alba,2016,Barbera d'Alba 2016,Burlotto Barbera d'Alba 2016,Burlotto Barbera d'Alba
2173,Ornellaia,https://www.dn.no/smak/vin/le-volte-dellornellaia/4-1-49109,Le Volte dell'Ornellaia,2015,Le Volte dell'Ornellaia 2015,Ornellaia Le Volte dell'Ornellaia 2015,Ornellaia Le Volte dell'Ornellaia
2174,Basilica Cafaggio,https://www.dn.no/smak/vin/basilica-cafaggio-san-martino-chianti-classico-riseerva/4-1-42351,Basilica Cafaggio San Martino Chianti Classico Riseerva,2011,Basilica Cafaggio San Martino Chianti Classico Riseerva 2011,Basilica Cafaggio Basilica Cafaggio San Martino Chianti Classico Riseerva 2011,Basilica Cafaggio Basilica Cafaggio San Martino Chianti Classico Riseerva
2175,Terre Nere,https://www.dn.no/smak/vin/etna-rosso/4-1-52171,Etna Rosso,2016,Etna Rosso 2016,Terre Nere Etna Rosso 2016,Terre Nere Etna Rosso
2176,Ornellaia,https://www.dn.no/smak/vin/le-serre-nuove-dellornellaia/4-1-66219,Le Serre Nuove dell'Ornellaia,2015,Le Serre Nuove dell'Ornellaia 2015,Ornellaia Le Serre Nuove dell'Ornellaia 2015,Ornellaia Le Serre Nuove dell'Ornellaia
2177,Scarpa,https://www.dn.no/smak/vin/rouchet-briccorosa/4-1-66612,Rouchet Briccorosa,2015,Rouchet Briccorosa 2015,Scarpa Rouchet Briccorosa 2015,Scarpa Rouchet Briccorosa
2178,Ar.Pe.Pe.,https://www.dn.no/smak/vin/valtellina-superiore-grumello-rocca-di-piro/4-1-66615,Valtellina Superiore Grumello Rocca di Piro,2015,Valtellina Superiore Grumello Rocca di Piro 2015,Ar.Pe.Pe. Valtellina Superiore Grumello Rocca di Piro 2015,Ar.Pe.Pe. Valtellina Superiore Grumello Rocca di Piro
2179,Terre Nere,https://www.dn.no/smak/vin/etna-san-lorenzo/4-1-66646,Etna San Lorenzo,2016,Etna San Lorenzo 2016,Terre Nere Etna San Lorenzo 2016,Terre Nere Etna San Lorenzo
2180,Passopisciaro,https://www.dn.no/smak/vin/etna-contrada-p-porcaria/4-1-66648,Etna Contrada P (Porcaria),2016,Etna Contrada P (Porcaria) 2016,Passopisciaro Etna Contrada P (Porcaria) 2016,Passopisciaro Etna Contrada P (Porcaria)
2181,Moroder,https://www.dn.no/smak/vin/rosso-conero-riserva-dorico/4-1-66652,Rosso Conero Riserva Dorico,2013,Rosso Conero Riserva Dorico 2013,Moroder Rosso Conero Riserva Dorico 2013,Moroder Rosso Conero Riserva Dorico
2182,Salvatore Molettieri,https://www.dn.no/smak/vin/molettieri-irpinia-campi-taurasini-cinque-querce/4-1-21466,Molettieri Irpinia Campi Taurasini Cinque Querce,2007,Molettieri Irpinia Campi Taurasini Cinque Querce 2007,Salvatore Molettieri Molettieri Irpinia Campi Taurasini Cinque Querce 2007,Salvatore Molettieri Molettieri Irpinia Campi Taurasini Cinque Querce
2183,Pian delle Querci,https://www.dn.no/smak/vin/brunello-di-montalcino-riserva/4-1-55447,Brunello di Montalcino Riserva,2011,Brunello di Montalcino Riserva 2011,Pian delle Querci Brunello di Montalcino Riserva 2011,Pian delle Querci Brunello di Montalcino Riserva
2184,Az. Agr. Pelissero,https://www.dn.no/smak/vin/barbaresco-vanotu/4-1-38689,Barbaresco Vanotu,2010,Barbaresco Vanotu 2010,Az. Agr. Pelissero Barbaresco Vanotu 2010,Az. Agr. Pelissero Barbaresco Vanotu
2185,Az. Agr. Roagna,https://www.dn.no/smak/vin/roagna-barbera-dalba/4-1-53518,Roagna Barbera d'Alba,2012,Roagna Barbera d'Alba 2012,Az. Agr. Roagna Roagna Barbera d'Alba 2012,Az. Agr. Roagna Roagna Barbera d'Alba
2186,Az. Agr. Roagna,https://www.dn.no/smak/vin/roagna-langhe-rosso/4-1-53519,Roagna Langhe Rosso,2012,Roagna Langhe Rosso 2012,Az. Agr. Roagna Roagna Langhe Rosso 2012,Az. Agr. Roagna Roagna Langhe Rosso
2187,Le Piane,https://www.dn.no/smak/vin/le-piane-mimmo/4-1-47744,Le Piane Mimmo,2013,Le Piane Mimmo 2013,Le Piane Le Piane Mimmo 2013,Le Piane Le Piane Mimmo
2188,Canlibero s.r.l.s.,https://www.dn.no/smak/vin/canlibero-turrumpiso-aglianico/4-1-36237,Canlibero Turrumpiso Aglianico,2014,Canlibero Turrumpiso Aglianico 2014,Canlibero s.r.l.s. Canlibero Turrumpiso Aglianico 2014,Canlibero s.r.l.s. Canlibero Turrumpiso Aglianico
2189,Bibi Graetz,https://www.dn.no/smak/vin/soffocone-di-vincigliata/4-1-50080,Soffocone di Vincigliata,2015,Soffocone di Vincigliata 2015,Bibi Graetz Soffocone di Vincigliata 2015,Bibi Graetz Soffocone di Vincigliata
2190,Montesecondo,https://www.dn.no/smak/vin/tin-toscana/4-1-18883,Tïn Toscana,2012,Tïn Toscana 2012,Montesecondo Tïn Toscana 2012,Montesecondo Tïn Toscana
2191,G.D. Vajra,https://www.dn.no/smak/vin/vajra-barolo-albe/4-1-50814,Vajra Barolo Albe,2013,Vajra Barolo Albe 2013,G.D. Vajra Vajra Barolo Albe 2013,G.D. Vajra Vajra Barolo Albe
2192,F.lli Tedeschi,https://www.dn.no/smak/vin/tedeschi-amarone-classico/4-1-51380,Tedeschi Amarone Classico,2013,Tedeschi Amarone Classico 2013,F.lli Tedeschi Tedeschi Amarone Classico 2013,F.lli Tedeschi Tedeschi Amarone Classico
2193,Az. Agr. Azelia,https://www.dn.no/smak/vin/langhe-nebbiolo/4-1-55451,Langhe Nebbiolo,2015,Langhe Nebbiolo 2015,Az. Agr. Azelia Langhe Nebbiolo 2015,Az. Agr. Azelia Langhe Nebbiolo
2194,Giacosa Fratelli,https://www.dn.no/smak/vin/barolo-bussia/4-1-45904,Barolo Bussia,2011,Barolo Bussia 2011,Giacosa Fratelli Barolo Bussia 2011,Giacosa Fratelli Barolo Bussia
2195,Serio &amp; Battista Borgogno,https://www.dn.no/smak/vin/s-b-borgogno-barolo-cannubi-ris/4-1-40090,S. B. Borgogno Barolo Cannubi Ris,2009,S. B. Borgogno Barolo Cannubi Ris 2009,Serio &amp; Battista Borgogno S. B. Borgogno Barolo Cannubi Ris 2009,Serio &amp; Battista Borgogno S. B. Borgogno Barolo Cannubi Ris
2196,Ten. Carretta,https://www.dn.no/smak/vin/carretta-barolo-cannubi/4-1-37533,Carretta Barolo Cannubi,2010,Carretta Barolo Cannubi 2010,Ten. Carretta Carretta Barolo Cannubi 2010,Ten. Carretta Carretta Barolo Cannubi
2197,Cascina Ebreo,https://www.dn.no/smak/vin/segreto-barbera/4-1-19287,Segreto Barbera,2006,Segreto Barbera 2006,Cascina Ebreo Segreto Barbera 2006,Cascina Ebreo Segreto Barbera
2198,Giacosa Fratelli,https://www.dn.no/smak/vin/giacosa-fratelli-barbaresco-basarin/4-1-44611,Giacosa Fratelli Barbaresco Basarin,2013,Giacosa Fratelli Barbaresco Basarin 2013,Giacosa Fratelli Giacosa Fratelli Barbaresco Basarin 2013,Giacosa Fratelli Giacosa Fratelli Barbaresco Basarin
2199,Silvia Rivella,https://www.dn.no/smak/vin/barbera-dalba/4-1-42875,Barbera d'Alba,2014,Barbera d'Alba 2014,Silvia Rivella Barbera d'Alba 2014,Silvia Rivella Barbera d'Alba
2200,F.lli. Cigliuti,https://www.dn.no/smak/vin/barbera-dalba-serraboella/4-1-28056,Barbera d'Alba Serraboella,2013,Barbera d'Alba Serraboella 2013,F.lli. Cigliuti Barbera d'Alba Serraboella 2013,F.lli. Cigliuti Barbera d'Alba Serraboella
2201,Grosjean,https://www.dn.no/smak/vin/torrette/4-1-26488,Torrette,2014,Torrette 2014,Grosjean Torrette 2014,Grosjean Torrette
2202,Ruffino,https://www.dn.no/smak/vin/modus/4-1-50886,Modus,2013,Modus 2013,Ruffino Modus 2013,Ruffino Modus
2203,Francesco Brezza,https://www.dn.no/smak/vin/grignolino-del-monferrato/4-1-49475,Grignolino del Monferrato,2016,Grignolino del Monferrato 2016,Francesco Brezza Grignolino del Monferrato 2016,Francesco Brezza Grignolino del Monferrato
2204,Ten. di Coltibuono,https://www.dn.no/smak/vin/badia-a-coltibuono-montebello/4-1-54318,Badia a Coltibuono Montebello,2013,Badia a Coltibuono Montebello 2013,Ten. di Coltibuono Badia a Coltibuono Montebello 2013,Ten. di Coltibuono Badia a Coltibuono Montebello
2205,G.D. Vajra,https://www.dn.no/smak/vin/vajra-langhe-freisa-kye/4-1-47746,Vajra Langhe Freisa Kyè,2013,Vajra Langhe Freisa Kyè 2013,G.D. Vajra Vajra Langhe Freisa Kyè 2013,G.D. Vajra Vajra Langhe Freisa Kyè
2206,Az. Agr. la Ca' Nova,https://www.dn.no/smak/vin/barbaresco-montestefano/4-1-42899,Barbaresco Montestefano,2013,Barbaresco Montestefano 2013,Az. Agr. la Ca' Nova Barbaresco Montestefano 2013,Az. Agr. la Ca' Nova Barbaresco Montestefano
2207,Bel Colle,https://www.dn.no/smak/vin/barbaresco/4-1-40529,Barbaresco,2010,Barbaresco 2010,Bel Colle Barbaresco 2010,Bel Colle Barbaresco
2208,Cordero di Montezemolo,https://www.dn.no/smak/vin/cordero-di-montezemolo-barolo-monfaletto/4-1-29902,Cordero di Montezemolo Barolo Monfaletto,2011,Cordero di Montezemolo Barolo Monfaletto 2011,Cordero di Montezemolo Cordero di Montezemolo Barolo Monfaletto 2011,Cordero di Montezemolo Cordero di Montezemolo Barolo Monfaletto
2209,Vign. di Cantalupo,https://www.dn.no/smak/vin/agamium-nebbiolo-colline-novaresi/4-1-44995,Agamium Nebbiolo Colline Novaresi,2011,Agamium Nebbiolo Colline Novaresi 2011,Vign. di Cantalupo Agamium Nebbiolo Colline Novaresi 2011,Vign. di Cantalupo Agamium Nebbiolo Colline Novaresi
2210,Luigi Giordano,https://www.dn.no/smak/vin/barbaresco-montestefano/4-1-47747,Barbaresco Montestefano,2013,Barbaresco Montestefano 2013,Luigi Giordano Barbaresco Montestefano 2013,Luigi Giordano Barbaresco Montestefano
2211,Endrizzi,https://www.dn.no/smak/vin/meria/4-1-18881,Meria,2010,Meria 2010,Endrizzi Meria 2010,Endrizzi Meria
2212,Montesecondo,https://www.dn.no/smak/vin/montesecondo-chianti-classico/4-1-38600,Montesecondo Chianti Classico,2014,Montesecondo Chianti Classico 2014,Montesecondo Montesecondo Chianti Classico 2014,Montesecondo Montesecondo Chianti Classico
2213,Az. Agr. Cos,https://www.dn.no/smak/vin/cos-frappato/4-1-61597,COS Frappato,2016,COS Frappato 2016,Az. Agr. Cos COS Frappato 2016,Az. Agr. Cos COS Frappato
2214,Az. Agr. Fontodi,https://www.dn.no/smak/vin/fontodi-chianti-classico-docg-halvflaske/4-1-50872,Fontodi Chianti Classico DOCG (halvflaske),2014,Fontodi Chianti Classico DOCG (halvflaske) 2014,Az. Agr. Fontodi Fontodi Chianti Classico DOCG (halvflaske) 2014,Az. Agr. Fontodi Fontodi Chianti Classico DOCG (halvflaske)
2215,Dirusi,https://www.dn.no/smak/vin/ole-rosso-di-valtellina/4-1-42879,Olé! Rosso di Valtellina,2016,Olé! Rosso di Valtellina 2016,Dirusi Olé! Rosso di Valtellina 2016,Dirusi Olé! Rosso di Valtellina
2216,Ten. San Leonardo,https://www.dn.no/smak/vin/terre-di-san-leonardo/4-1-35692,Terre di San Leonardo,2013,Terre di San Leonardo 2013,Ten. San Leonardo Terre di San Leonardo 2013,Ten. San Leonardo Terre di San Leonardo
2217,Campinuovi,https://www.dn.no/smak/vin/montecucco-sangiovese/4-1-15610,Montecucco Sangiovese,2010,Montecucco Sangiovese 2010,Campinuovi Montecucco Sangiovese 2010,Campinuovi Montecucco Sangiovese
2218,Negro Lorenzo,https://www.dn.no/smak/vin/negro-lorenzo-roero-prachiosso/4-1-39596,Negro Lorenzo Roero Prachiosso,2013,Negro Lorenzo Roero Prachiosso 2013,Negro Lorenzo Negro Lorenzo Roero Prachiosso 2013,Negro Lorenzo Negro Lorenzo Roero Prachiosso
2219,Gaja,https://www.dn.no/smak/vin/promis/4-1-83275,Promis,2017,Promis 2017,Gaja Promis 2017,Gaja Promis
2220,Az. Agr. Cos,https://www.dn.no/smak/vin/cos-frappato/4-1-80596,COS Frappato,2018,COS Frappato 2018,Az. Agr. Cos COS Frappato 2018,Az. Agr. Cos COS Frappato
2221,Planeta,https://www.dn.no/smak/vin/santa-cecilia/4-1-80612,Santa Cecilia,2015,Santa Cecilia 2015,Planeta Santa Cecilia 2015,Planeta Santa Cecilia
2222,Az. Agr. Le Ragnaie,https://www.dn.no/smak/vin/le-ragnaie-rosso-di-montalcino/4-1-79021,Le Ragnaie Rosso di Montalcino,2016,Le Ragnaie Rosso di Montalcino 2016,Az. Agr. Le Ragnaie Le Ragnaie Rosso di Montalcino 2016,Az. Agr. Le Ragnaie Le Ragnaie Rosso di Montalcino
2223,Az. Agr. Schiavenza,https://www.dn.no/smak/vin/schiavenza-barolo-broglio/4-1-78357,Schiavenza Barolo Broglio,2015,Schiavenza Barolo Broglio 2015,Az. Agr. Schiavenza Schiavenza Barolo Broglio 2015,Az. Agr. Schiavenza Schiavenza Barolo Broglio
2224,Baricci Colombaio di Montosoli,https://www.dn.no/smak/vin/baricci-brunello-di-montalcino-riserva-nello/4-1-78234,"Baricci Brunello di Montalcino Riserva ""Nello""",2012,"Baricci Brunello di Montalcino Riserva ""Nello"" 2012","Baricci Colombaio di Montosoli Baricci Brunello di Montalcino Riserva ""Nello"" 2012","Baricci Colombaio di Montosoli Baricci Brunello di Montalcino Riserva ""Nello"""
2225,Massolino,https://www.dn.no/smak/vin/massolino-langhe-nebbiolo/4-1-80021,Massolino Langhe Nebbiolo,2017,Massolino Langhe Nebbiolo 2017,Massolino Massolino Langhe Nebbiolo 2017,Massolino Massolino Langhe Nebbiolo
